"COUNTRY","Country","ISC11A","ISCED-A 2011","SEX","Gender","AGE","Age","PIAAC_CATEGORY","Category","INDICATOR","Indicator","MEASURE","Measure","YEAR","Reference year","Value","Flag Codes","Flags"
"AUT","Austria","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_JOB","Percentage of adults who reported that over the last 12 months it has been difficult for them to fulfil their family responsibilities because of the amount of time they spend at work ","SE","SE","2016","2016",,"c","Data below the publication limit"
"AUT","Austria","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_JOB","Percentage of adults who reported that over the last 12 months it has been difficult for them to fulfil their family responsibilities because of the amount of time they spend at work ","VALUE","Value","2016","2016",43,,
"AUT","Austria","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_JOB","Percentage of adults who reported that over the last 12 months it has been difficult for them to fulfil their family responsibilities because of the amount of time they spend at work ","SE","SE","2016","2016",3.4,,
"AUT","Austria","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_JOB","Percentage of adults who reported that over the last 12 months it has been difficult for them to fulfil their family responsibilities because of the amount of time they spend at work ","VALUE","Value","2016","2016",42,,
"AUT","Austria","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_JOB","Percentage of adults who reported that over the last 12 months it has been difficult for them to fulfil their family responsibilities because of the amount of time they spend at work ","SE","SE","2016","2016",3.4,,
"AUT","Austria","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_JOB","Percentage of adults who reported that over the last 12 months it has been difficult for them to fulfil their family responsibilities because of the amount of time they spend at work ","VALUE","Value","2016","2016",43,,
"AUT","Austria","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_JOB","Percentage of adults who reported that over the last 12 months it has been difficult for them to fulfil their family responsibilities because of the amount of time they spend at work ","SE","SE","2016","2016",2.4,,
"AUT","Austria","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_FAMILY","Percentage of adults who reported that over the last 12 months it has been difficult for them to concentrate at work because of their family responsibilities","VALUE","Value","2016","2016",,"c","Data below the publication limit"
"AUT","Austria","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_FAMILY","Percentage of adults who reported that over the last 12 months it has been difficult for them to concentrate at work because of their family responsibilities","SE","SE","2016","2016",,"c","Data below the publication limit"
"AUT","Austria","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_FAMILY","Percentage of adults who reported that over the last 12 months it has been difficult for them to concentrate at work because of their family responsibilities","VALUE","Value","2016","2016",22,,
"AUT","Austria","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_FAMILY","Percentage of adults who reported that over the last 12 months it has been difficult for them to concentrate at work because of their family responsibilities","SE","SE","2016","2016",2.7,,
"AUT","Austria","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_FAMILY","Percentage of adults who reported that over the last 12 months it has been difficult for them to concentrate at work because of their family responsibilities","VALUE","Value","2016","2016",22,,
"AUT","Austria","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_FAMILY","Percentage of adults who reported that over the last 12 months it has been difficult for them to concentrate at work because of their family responsibilities","SE","SE","2016","2016",2.6,,
"AUT","Austria","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_FAMILY","Percentage of adults who reported that over the last 12 months it has been difficult for them to concentrate at work because of their family responsibilities","VALUE","Value","2016","2016",22,,
"AUT","Austria","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_FAMILY","Percentage of adults who reported that over the last 12 months it has been difficult for them to concentrate at work because of their family responsibilities","SE","SE","2016","2016",1.8,,
"BEL","Belgium","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_JOB","Percentage of adults who reported that over the last 12 months it has been difficult for them to fulfil their family responsibilities because of the amount of time they spend at work ","VALUE","Value","2016","2016",63,,
"BEL","Belgium","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_JOB","Percentage of adults who reported that over the last 12 months it has been difficult for them to fulfil their family responsibilities because of the amount of time they spend at work ","SE","SE","2016","2016",7.4,,
"BEL","Belgium","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_JOB","Percentage of adults who reported that over the last 12 months it has been difficult for them to fulfil their family responsibilities because of the amount of time they spend at work ","VALUE","Value","2016","2016",40,,
"BEL","Belgium","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_JOB","Percentage of adults who reported that over the last 12 months it has been difficult for them to fulfil their family responsibilities because of the amount of time they spend at work ","SE","SE","2016","2016",4.2,,
"BEL","Belgium","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_JOB","Percentage of adults who reported that over the last 12 months it has been difficult for them to fulfil their family responsibilities because of the amount of time they spend at work ","VALUE","Value","2016","2016",55,,
"BEL","Belgium","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_JOB","Percentage of adults who reported that over the last 12 months it has been difficult for them to fulfil their family responsibilities because of the amount of time they spend at work ","SE","SE","2016","2016",4.3,,
"BEL","Belgium","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_JOB","Percentage of adults who reported that over the last 12 months it has been difficult for them to fulfil their family responsibilities because of the amount of time they spend at work ","VALUE","Value","2016","2016",50,,
"BEL","Belgium","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_JOB","Percentage of adults who reported that over the last 12 months it has been difficult for them to fulfil their family responsibilities because of the amount of time they spend at work ","SE","SE","2016","2016",2.8,,
"BEL","Belgium","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_FAMILY","Percentage of adults who reported that over the last 12 months it has been difficult for them to concentrate at work because of their family responsibilities","VALUE","Value","2016","2016",30,,
"BEL","Belgium","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_FAMILY","Percentage of adults who reported that over the last 12 months it has been difficult for them to concentrate at work because of their family responsibilities","SE","SE","2016","2016",6.9,,
"BEL","Belgium","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_FAMILY","Percentage of adults who reported that over the last 12 months it has been difficult for them to concentrate at work because of their family responsibilities","VALUE","Value","2016","2016",23,,
"BEL","Belgium","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_FAMILY","Percentage of adults who reported that over the last 12 months it has been difficult for them to concentrate at work because of their family responsibilities","SE","SE","2016","2016",3.6,,
"BEL","Belgium","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_FAMILY","Percentage of adults who reported that over the last 12 months it has been difficult for them to concentrate at work because of their family responsibilities","VALUE","Value","2016","2016",28,,
"BEL","Belgium","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_FAMILY","Percentage of adults who reported that over the last 12 months it has been difficult for them to concentrate at work because of their family responsibilities","SE","SE","2016","2016",3.6,,
"BEL","Belgium","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_FAMILY","Percentage of adults who reported that over the last 12 months it has been difficult for them to concentrate at work because of their family responsibilities","VALUE","Value","2016","2016",26,,
"BEL","Belgium","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_FAMILY","Percentage of adults who reported that over the last 12 months it has been difficult for them to concentrate at work because of their family responsibilities","SE","SE","2016","2016",2.4,,
"CZE","Czech Republic","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_JOB","Percentage of adults who reported that over the last 12 months it has been difficult for them to fulfil their family responsibilities because of the amount of time they spend at work ","VALUE","Value","2016","2016",,"c","Data below the publication limit"
"CZE","Czech Republic","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_JOB","Percentage of adults who reported that over the last 12 months it has been difficult for them to fulfil their family responsibilities because of the amount of time they spend at work ","SE","SE","2016","2016",,"c","Data below the publication limit"
"CZE","Czech Republic","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_JOB","Percentage of adults who reported that over the last 12 months it has been difficult for them to fulfil their family responsibilities because of the amount of time they spend at work ","VALUE","Value","2016","2016",71,,
"CZE","Czech Republic","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_JOB","Percentage of adults who reported that over the last 12 months it has been difficult for them to fulfil their family responsibilities because of the amount of time they spend at work ","SE","SE","2016","2016",2.8,,
"CZE","Czech Republic","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_JOB","Percentage of adults who reported that over the last 12 months it has been difficult for them to fulfil their family responsibilities because of the amount of time they spend at work ","VALUE","Value","2016","2016",58,,
"CZE","Czech Republic","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_JOB","Percentage of adults who reported that over the last 12 months it has been difficult for them to fulfil their family responsibilities because of the amount of time they spend at work ","SE","SE","2016","2016",6.6,,
"CZE","Czech Republic","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_JOB","Percentage of adults who reported that over the last 12 months it has been difficult for them to fulfil their family responsibilities because of the amount of time they spend at work ","VALUE","Value","2016","2016",68,,
"CZE","Czech Republic","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_JOB","Percentage of adults who reported that over the last 12 months it has been difficult for them to fulfil their family responsibilities because of the amount of time they spend at work ","SE","SE","2016","2016",2.7,,
"CZE","Czech Republic","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_FAMILY","Percentage of adults who reported that over the last 12 months it has been difficult for them to concentrate at work because of their family responsibilities","VALUE","Value","2016","2016",,"c","Data below the publication limit"
"CZE","Czech Republic","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_FAMILY","Percentage of adults who reported that over the last 12 months it has been difficult for them to concentrate at work because of their family responsibilities","SE","SE","2016","2016",,"c","Data below the publication limit"
"CZE","Czech Republic","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_FAMILY","Percentage of adults who reported that over the last 12 months it has been difficult for them to concentrate at work because of their family responsibilities","VALUE","Value","2016","2016",45,,
"CZE","Czech Republic","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_FAMILY","Percentage of adults who reported that over the last 12 months it has been difficult for them to concentrate at work because of their family responsibilities","SE","SE","2016","2016",3.3,,
"CZE","Czech Republic","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_FAMILY","Percentage of adults who reported that over the last 12 months it has been difficult for them to concentrate at work because of their family responsibilities","VALUE","Value","2016","2016",39,,
"CZE","Czech Republic","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_FAMILY","Percentage of adults who reported that over the last 12 months it has been difficult for them to concentrate at work because of their family responsibilities","SE","SE","2016","2016",6.5,,
"CZE","Czech Republic","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_FAMILY","Percentage of adults who reported that over the last 12 months it has been difficult for them to concentrate at work because of their family responsibilities","VALUE","Value","2016","2016",44,,
"CZE","Czech Republic","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_FAMILY","Percentage of adults who reported that over the last 12 months it has been difficult for them to concentrate at work because of their family responsibilities","SE","SE","2016","2016",2.9,,
"DNK","Denmark","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_JOB","Percentage of adults who reported that over the last 12 months it has been difficult for them to fulfil their family responsibilities because of the amount of time they spend at work ","VALUE","Value","2016","2016",,"c","Data below the publication limit"
"DNK","Denmark","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_JOB","Percentage of adults who reported that over the last 12 months it has been difficult for them to fulfil their family responsibilities because of the amount of time they spend at work ","SE","SE","2016","2016",,"c","Data below the publication limit"
"DNK","Denmark","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_JOB","Percentage of adults who reported that over the last 12 months it has been difficult for them to fulfil their family responsibilities because of the amount of time they spend at work ","VALUE","Value","2016","2016",32,,
"DNK","Denmark","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_JOB","Percentage of adults who reported that over the last 12 months it has been difficult for them to fulfil their family responsibilities because of the amount of time they spend at work ","SE","SE","2016","2016",3.4,,
"DNK","Denmark","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_JOB","Percentage of adults who reported that over the last 12 months it has been difficult for them to fulfil their family responsibilities because of the amount of time they spend at work ","VALUE","Value","2016","2016",44,,
"DNK","Denmark","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_JOB","Percentage of adults who reported that over the last 12 months it has been difficult for them to fulfil their family responsibilities because of the amount of time they spend at work ","SE","SE","2016","2016",3.7,,
"DNK","Denmark","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_JOB","Percentage of adults who reported that over the last 12 months it has been difficult for them to fulfil their family responsibilities because of the amount of time they spend at work ","VALUE","Value","2016","2016",39,,
"DNK","Denmark","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_JOB","Percentage of adults who reported that over the last 12 months it has been difficult for them to fulfil their family responsibilities because of the amount of time they spend at work ","SE","SE","2016","2016",2.5,,
"DNK","Denmark","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_FAMILY","Percentage of adults who reported that over the last 12 months it has been difficult for them to concentrate at work because of their family responsibilities","VALUE","Value","2016","2016",,"c","Data below the publication limit"
"DNK","Denmark","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_FAMILY","Percentage of adults who reported that over the last 12 months it has been difficult for them to concentrate at work because of their family responsibilities","SE","SE","2016","2016",,"c","Data below the publication limit"
"DNK","Denmark","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_FAMILY","Percentage of adults who reported that over the last 12 months it has been difficult for them to concentrate at work because of their family responsibilities","VALUE","Value","2016","2016",25,,
"DNK","Denmark","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_FAMILY","Percentage of adults who reported that over the last 12 months it has been difficult for them to concentrate at work because of their family responsibilities","SE","SE","2016","2016",3.3,,
"DNK","Denmark","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_FAMILY","Percentage of adults who reported that over the last 12 months it has been difficult for them to concentrate at work because of their family responsibilities","VALUE","Value","2016","2016",24,,
"DNK","Denmark","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_FAMILY","Percentage of adults who reported that over the last 12 months it has been difficult for them to concentrate at work because of their family responsibilities","SE","SE","2016","2016",3.4,,
"DNK","Denmark","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_FAMILY","Percentage of adults who reported that over the last 12 months it has been difficult for them to concentrate at work because of their family responsibilities","VALUE","Value","2016","2016",24,,
"DNK","Denmark","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_FAMILY","Percentage of adults who reported that over the last 12 months it has been difficult for them to concentrate at work because of their family responsibilities","SE","SE","2016","2016",2.2,,
"FIN","Finland","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_JOB","Percentage of adults who reported that over the last 12 months it has been difficult for them to fulfil their family responsibilities because of the amount of time they spend at work ","VALUE","Value","2016","2016",,"c","Data below the publication limit"
"FIN","Finland","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_JOB","Percentage of adults who reported that over the last 12 months it has been difficult for them to fulfil their family responsibilities because of the amount of time they spend at work ","SE","SE","2016","2016",,"c","Data below the publication limit"
"FIN","Finland","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_JOB","Percentage of adults who reported that over the last 12 months it has been difficult for them to fulfil their family responsibilities because of the amount of time they spend at work ","VALUE","Value","2016","2016",39,,
"FIN","Finland","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_JOB","Percentage of adults who reported that over the last 12 months it has been difficult for them to fulfil their family responsibilities because of the amount of time they spend at work ","SE","SE","2016","2016",5.2,,
"FIN","Finland","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_JOB","Percentage of adults who reported that over the last 12 months it has been difficult for them to fulfil their family responsibilities because of the amount of time they spend at work ","VALUE","Value","2016","2016",40,,
"FIN","Finland","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_JOB","Percentage of adults who reported that over the last 12 months it has been difficult for them to fulfil their family responsibilities because of the amount of time they spend at work ","SE","SE","2016","2016",3.6,,
"FIN","Finland","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_JOB","Percentage of adults who reported that over the last 12 months it has been difficult for them to fulfil their family responsibilities because of the amount of time they spend at work ","VALUE","Value","2016","2016",39,,
"FIN","Finland","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_JOB","Percentage of adults who reported that over the last 12 months it has been difficult for them to fulfil their family responsibilities because of the amount of time they spend at work ","SE","SE","2016","2016",2.8,,
"FIN","Finland","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_FAMILY","Percentage of adults who reported that over the last 12 months it has been difficult for them to concentrate at work because of their family responsibilities","VALUE","Value","2016","2016",,"c","Data below the publication limit"
"FIN","Finland","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_FAMILY","Percentage of adults who reported that over the last 12 months it has been difficult for them to concentrate at work because of their family responsibilities","SE","SE","2016","2016",,"c","Data below the publication limit"
"FIN","Finland","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_FAMILY","Percentage of adults who reported that over the last 12 months it has been difficult for them to concentrate at work because of their family responsibilities","VALUE","Value","2016","2016",22,,
"FIN","Finland","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_FAMILY","Percentage of adults who reported that over the last 12 months it has been difficult for them to concentrate at work because of their family responsibilities","SE","SE","2016","2016",4.4,,
"FIN","Finland","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_FAMILY","Percentage of adults who reported that over the last 12 months it has been difficult for them to concentrate at work because of their family responsibilities","VALUE","Value","2016","2016",26,,
"FIN","Finland","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_FAMILY","Percentage of adults who reported that over the last 12 months it has been difficult for them to concentrate at work because of their family responsibilities","SE","SE","2016","2016",3.3,,
"FIN","Finland","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_FAMILY","Percentage of adults who reported that over the last 12 months it has been difficult for them to concentrate at work because of their family responsibilities","VALUE","Value","2016","2016",25,,
"FIN","Finland","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_FAMILY","Percentage of adults who reported that over the last 12 months it has been difficult for them to concentrate at work because of their family responsibilities","SE","SE","2016","2016",2.5,,
"FRA","France","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_JOB","Percentage of adults who reported that over the last 12 months it has been difficult for them to fulfil their family responsibilities because of the amount of time they spend at work ","VALUE","Value","2015","2015",58,,
"FRA","France","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_JOB","Percentage of adults who reported that over the last 12 months it has been difficult for them to fulfil their family responsibilities because of the amount of time they spend at work ","SE","SE","2015","2015",4.8,,
"FRA","France","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_JOB","Percentage of adults who reported that over the last 12 months it has been difficult for them to fulfil their family responsibilities because of the amount of time they spend at work ","VALUE","Value","2015","2015",57,,
"FRA","France","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_JOB","Percentage of adults who reported that over the last 12 months it has been difficult for them to fulfil their family responsibilities because of the amount of time they spend at work ","SE","SE","2015","2015",3.7,,
"FRA","France","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_JOB","Percentage of adults who reported that over the last 12 months it has been difficult for them to fulfil their family responsibilities because of the amount of time they spend at work ","VALUE","Value","2015","2015",62,,
"FRA","France","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_JOB","Percentage of adults who reported that over the last 12 months it has been difficult for them to fulfil their family responsibilities because of the amount of time they spend at work ","SE","SE","2015","2015",2.8,,
"FRA","France","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_JOB","Percentage of adults who reported that over the last 12 months it has been difficult for them to fulfil their family responsibilities because of the amount of time they spend at work ","VALUE","Value","2015","2015",60,,
"FRA","France","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_JOB","Percentage of adults who reported that over the last 12 months it has been difficult for them to fulfil their family responsibilities because of the amount of time they spend at work ","SE","SE","2015","2015",2.1,,
"FRA","France","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_FAMILY","Percentage of adults who reported that over the last 12 months it has been difficult for them to concentrate at work because of their family responsibilities","VALUE","Value","2015","2015",18,,
"FRA","France","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_FAMILY","Percentage of adults who reported that over the last 12 months it has been difficult for them to concentrate at work because of their family responsibilities","SE","SE","2015","2015",4.2,,
"FRA","France","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_FAMILY","Percentage of adults who reported that over the last 12 months it has been difficult for them to concentrate at work because of their family responsibilities","VALUE","Value","2015","2015",25,,
"FRA","France","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_FAMILY","Percentage of adults who reported that over the last 12 months it has been difficult for them to concentrate at work because of their family responsibilities","SE","SE","2015","2015",3.2,,
"FRA","France","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_FAMILY","Percentage of adults who reported that over the last 12 months it has been difficult for them to concentrate at work because of their family responsibilities","VALUE","Value","2015","2015",28,,
"FRA","France","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_FAMILY","Percentage of adults who reported that over the last 12 months it has been difficult for them to concentrate at work because of their family responsibilities","SE","SE","2015","2015",2.6,,
"FRA","France","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_FAMILY","Percentage of adults who reported that over the last 12 months it has been difficult for them to concentrate at work because of their family responsibilities","VALUE","Value","2015","2015",25,,
"FRA","France","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_FAMILY","Percentage of adults who reported that over the last 12 months it has been difficult for them to concentrate at work because of their family responsibilities","SE","SE","2015","2015",1.8,,
"DEU","Germany","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_JOB","Percentage of adults who reported that over the last 12 months it has been difficult for them to fulfil their family responsibilities because of the amount of time they spend at work ","VALUE","Value","2015","2015",,"c","Data below the publication limit"
"DEU","Germany","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_JOB","Percentage of adults who reported that over the last 12 months it has been difficult for them to fulfil their family responsibilities because of the amount of time they spend at work ","SE","SE","2015","2015",,"c","Data below the publication limit"
"DEU","Germany","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_JOB","Percentage of adults who reported that over the last 12 months it has been difficult for them to fulfil their family responsibilities because of the amount of time they spend at work ","VALUE","Value","2015","2015",49,,
"DEU","Germany","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_JOB","Percentage of adults who reported that over the last 12 months it has been difficult for them to fulfil their family responsibilities because of the amount of time they spend at work ","SE","SE","2015","2015",2.2,,
"DEU","Germany","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_JOB","Percentage of adults who reported that over the last 12 months it has been difficult for them to fulfil their family responsibilities because of the amount of time they spend at work ","VALUE","Value","2015","2015",63,,
"DEU","Germany","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_JOB","Percentage of adults who reported that over the last 12 months it has been difficult for them to fulfil their family responsibilities because of the amount of time they spend at work ","SE","SE","2015","2015",2.7,,
"DEU","Germany","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_JOB","Percentage of adults who reported that over the last 12 months it has been difficult for them to fulfil their family responsibilities because of the amount of time they spend at work ","VALUE","Value","2015","2015",54,,
"DEU","Germany","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_JOB","Percentage of adults who reported that over the last 12 months it has been difficult for them to fulfil their family responsibilities because of the amount of time they spend at work ","SE","SE","2015","2015",1.7,,
"DEU","Germany","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_FAMILY","Percentage of adults who reported that over the last 12 months it has been difficult for them to concentrate at work because of their family responsibilities","VALUE","Value","2015","2015",,"c","Data below the publication limit"
"DEU","Germany","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","EQLS_PERC_NEG_FAMILY","Percentage of adults who reported that over the last 12 months it has been difficult for them to concentrate at work because of their family responsibilities","SE","SE","2015","2015",,"c","Data below the publication limit"
