"COUNTRY","Country","ISC11_LEVEL_CAT","Level of education","REF_SECTOR","Reference sector","INDICATOR","Indicator","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"FIN","Finland","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","INST_T","All public and private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2012","2012",,,"0","Units",,,10.58,,
"FIN","Finland","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","INST_T","All public and private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013",,,"0","Units",,,10.317,,
"FIN","Finland","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","INST_T","All public and private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2014","2014",,,"0","Units",,,10.169,,
"FIN","Finland","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","INST_T","All public and private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2015","2015",,,"0","Units",,,10.165,,
"FIN","Finland","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","INST_T","All public and private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2016","2016",,,"0","Units",,,9.99,,
"FIN","Finland","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","INST_T","All public and private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2017","2017",,,"0","Units",,,9.71,,
"FIN","Finland","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","INST_T","All public and private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2018","2018",,,"0","Units",,,9.371,,
"FIN","Finland","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","INST_PUB","Public educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2005","2005",,,"0","Units",,,,"M","Missing value; data cannot exist"
"FIN","Finland","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","INST_PUB","Public educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2010","2010",,,"0","Units",,,,"x","Data included in another category"
"FIN","Finland","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","INST_PUB","Public educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2011","2011",,,"0","Units",,,,"x","Data included in another category"
"FIN","Finland","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","INST_PUB","Public educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2012","2012",,,"0","Units",,,,"x","Data included in another category"
"FIN","Finland","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","INST_PUB","Public educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013",,,"0","Units",,,10.437,,
"FIN","Finland","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","INST_PUB","Public educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2014","2014",,,"0","Units",,,10.364,,
"FIN","Finland","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","INST_PUB","Public educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2015","2015",,,"0","Units",,,10.418,,
"FIN","Finland","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","INST_PUB","Public educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2016","2016",,,"0","Units",,,10.246,,
"FIN","Finland","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","INST_PUB","Public educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2017","2017",,,"0","Units",,,10.154,,
"FIN","Finland","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","INST_PUB","Public educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2018","2018",,,"0","Units",,,9.936,,
"FIN","Finland","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","INST_PRIV","All private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2005","2005",,,"0","Units",,,,"M","Missing value; data cannot exist"
"FIN","Finland","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","INST_PRIV","All private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2010","2010",,,"0","Units",,,,"x","Data included in another category"
"FIN","Finland","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","INST_PRIV","All private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2011","2011",,,"0","Units",,,,"x","Data included in another category"
"FIN","Finland","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","INST_PRIV","All private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2012","2012",,,"0","Units",,,,"x","Data included in another category"
"FIN","Finland","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","INST_PRIV","All private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013",,,"0","Units",,,9.038,,
"FIN","Finland","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","INST_PRIV","All private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2014","2014",,,"0","Units",,,8.208,,
"FIN","Finland","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","INST_PRIV","All private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2015","2015",,,"0","Units",,,7.738,,
"FIN","Finland","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","INST_PRIV","All private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2016","2016",,,"0","Units",,,7.485,,
"FIN","Finland","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","INST_PRIV","All private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2017","2017",,,"0","Units",,,5.872,,
"FIN","Finland","L0_C2","Pre-primary education (ISCED2011 level 0 programme 2)","INST_PRIV","All private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2018","2018",,,"0","Units",,,4.973,,
"FIN","Finland","L1","Primary education (ISCED2011 level 1)","INST_T","All public and private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013",,,"0","Units",,,13.197,,
"FIN","Finland","L1","Primary education (ISCED2011 level 1)","INST_T","All public and private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2014","2014",,,"0","Units",,,13.332,,
"FIN","Finland","L1","Primary education (ISCED2011 level 1)","INST_T","All public and private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2015","2015",,,"0","Units",,,13.584,,
"FIN","Finland","L1","Primary education (ISCED2011 level 1)","INST_T","All public and private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2016","2016",,,"0","Units",,,13.322,,
"FIN","Finland","L1","Primary education (ISCED2011 level 1)","INST_T","All public and private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2017","2017",,,"0","Units",,,13.667,,
"FIN","Finland","L1","Primary education (ISCED2011 level 1)","INST_T","All public and private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2018","2018",,,"0","Units",,,13.585,,
"FIN","Finland","L1","Primary education (ISCED2011 level 1)","INST_PUB","Public educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013",,,"0","Units",,,13.191,,
"FIN","Finland","L1","Primary education (ISCED2011 level 1)","INST_PUB","Public educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2014","2014",,,"0","Units",,,13.33,,
"FIN","Finland","L1","Primary education (ISCED2011 level 1)","INST_PUB","Public educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2015","2015",,,"0","Units",,,13.578,,
"FIN","Finland","L1","Primary education (ISCED2011 level 1)","INST_PUB","Public educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2016","2016",,,"0","Units",,,13.309,,
"FIN","Finland","L1","Primary education (ISCED2011 level 1)","INST_PUB","Public educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2017","2017",,,"0","Units",,,13.658,,
"FIN","Finland","L1","Primary education (ISCED2011 level 1)","INST_PUB","Public educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2018","2018",,,"0","Units",,,13.565,,
"FIN","Finland","L1","Primary education (ISCED2011 level 1)","INST_PRIV","All private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013",,,"0","Units",,,13.544,,
"FIN","Finland","L1","Primary education (ISCED2011 level 1)","INST_PRIV","All private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2014","2014",,,"0","Units",,,13.456,,
"FIN","Finland","L1","Primary education (ISCED2011 level 1)","INST_PRIV","All private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2015","2015",,,"0","Units",,,13.943,,
"FIN","Finland","L1","Primary education (ISCED2011 level 1)","INST_PRIV","All private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2016","2016",,,"0","Units",,,14.081,,
"FIN","Finland","L1","Primary education (ISCED2011 level 1)","INST_PRIV","All private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2017","2017",,,"0","Units",,,14.183,,
"FIN","Finland","L1","Primary education (ISCED2011 level 1)","INST_PRIV","All private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2018","2018",,,"0","Units",,,14.716,,
"FIN","Finland","L2","Lower secondary education (ISCED2011 level 2)","INST_T","All public and private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013",,,"0","Units",,,9.028,,
"FIN","Finland","L2","Lower secondary education (ISCED2011 level 2)","INST_T","All public and private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2014","2014",,,"0","Units",,,8.936,,
"FIN","Finland","L2","Lower secondary education (ISCED2011 level 2)","INST_T","All public and private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2015","2015",,,"0","Units",,,8.97,,
"FIN","Finland","L2","Lower secondary education (ISCED2011 level 2)","INST_T","All public and private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2016","2016",,,"0","Units",,,8.996,,
"FIN","Finland","L2","Lower secondary education (ISCED2011 level 2)","INST_T","All public and private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2017","2017",,,"0","Units",,,8.926,,
"FIN","Finland","L2","Lower secondary education (ISCED2011 level 2)","INST_T","All public and private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2018","2018",,,"0","Units",,,8.921,,
"FIN","Finland","L2","Lower secondary education (ISCED2011 level 2)","INST_PUB","Public educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013",,,"0","Units",,,9.014,,
"FIN","Finland","L2","Lower secondary education (ISCED2011 level 2)","INST_PUB","Public educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2014","2014",,,"0","Units",,,8.937,,
"FIN","Finland","L2","Lower secondary education (ISCED2011 level 2)","INST_PUB","Public educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2015","2015",,,"0","Units",,,8.96,,
"FIN","Finland","L2","Lower secondary education (ISCED2011 level 2)","INST_PUB","Public educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2016","2016",,,"0","Units",,,8.986,,
"FIN","Finland","L2","Lower secondary education (ISCED2011 level 2)","INST_PUB","Public educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2017","2017",,,"0","Units",,,8.909,,
"FIN","Finland","L2","Lower secondary education (ISCED2011 level 2)","INST_PUB","Public educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2018","2018",,,"0","Units",,,8.877,,
"FIN","Finland","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV","All private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013",,,"0","Units",,,9.309,,
"FIN","Finland","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV","All private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2014","2014",,,"0","Units",,,8.916,,
"FIN","Finland","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV","All private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2015","2015",,,"0","Units",,,9.174,,
"FIN","Finland","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV","All private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2016","2016",,,"0","Units",,,9.197,,
"FIN","Finland","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV","All private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2017","2017",,,"0","Units",,,9.253,,
"FIN","Finland","L2","Lower secondary education (ISCED2011 level 2)","INST_PRIV","All private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2018","2018",,,"0","Units",,,9.799,,
"FIN","Finland","L3","Upper secondary education (ISCED2011 level 3)","INST_T","All public and private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013",,,"0","Units",,,15.994,,
"FIN","Finland","L3","Upper secondary education (ISCED2011 level 3)","INST_T","All public and private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2014","2014",,,"0","Units",,,16.244,,
"FIN","Finland","L3","Upper secondary education (ISCED2011 level 3)","INST_T","All public and private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2015","2015",,,"0","Units",,,16.474,,
"FIN","Finland","L3","Upper secondary education (ISCED2011 level 3)","INST_T","All public and private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2016","2016",,,"0","Units",,,17.213,,
"FIN","Finland","L3","Upper secondary education (ISCED2011 level 3)","INST_T","All public and private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2017","2017",,,"0","Units",,,18.214,,
"FIN","Finland","L3","Upper secondary education (ISCED2011 level 3)","INST_T","All public and private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2018","2018",,,"0","Units",,,18.863,,
"FIN","Finland","L3","Upper secondary education (ISCED2011 level 3)","INST_PUB","Public educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013",,,"0","Units",,,15.996,,
"FIN","Finland","L3","Upper secondary education (ISCED2011 level 3)","INST_PUB","Public educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2014","2014",,,"0","Units",,,16.041,,
"FIN","Finland","L3","Upper secondary education (ISCED2011 level 3)","INST_PUB","Public educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2015","2015",,,"0","Units",,,16.302,,
"FIN","Finland","L3","Upper secondary education (ISCED2011 level 3)","INST_PUB","Public educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2016","2016",,,"0","Units",,,17.146,,
"FIN","Finland","L3","Upper secondary education (ISCED2011 level 3)","INST_PUB","Public educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2017","2017",,,"0","Units",,,17.914,,
"FIN","Finland","L3","Upper secondary education (ISCED2011 level 3)","INST_PUB","Public educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2018","2018",,,"0","Units",,,18.457,,
"FIN","Finland","L3","Upper secondary education (ISCED2011 level 3)","INST_PRIV","All private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013",,,"0","Units",,,15.988,,
"FIN","Finland","L3","Upper secondary education (ISCED2011 level 3)","INST_PRIV","All private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2014","2014",,,"0","Units",,,17.172,,
"FIN","Finland","L3","Upper secondary education (ISCED2011 level 3)","INST_PRIV","All private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2015","2015",,,"0","Units",,,17.23,,
"FIN","Finland","L3","Upper secondary education (ISCED2011 level 3)","INST_PRIV","All private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2016","2016",,,"0","Units",,,17.493,,
"FIN","Finland","L3","Upper secondary education (ISCED2011 level 3)","INST_PRIV","All private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2017","2017",,,"0","Units",,,19.556,,
"FIN","Finland","L3","Upper secondary education (ISCED2011 level 3)","INST_PRIV","All private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2018","2018",,,"0","Units",,,20.767,,
"FIN","Finland","L3_C5","Upper secondary vocational education (ISCED2011 level 3 programme 5)","INST_T","All public and private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013",,,"0","Units",,,16.771,,
"FIN","Finland","L3_C5","Upper secondary vocational education (ISCED2011 level 3 programme 5)","INST_T","All public and private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2014","2014",,,"0","Units",,,17.251,,
"FIN","Finland","L3_C5","Upper secondary vocational education (ISCED2011 level 3 programme 5)","INST_T","All public and private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2015","2015",,,"0","Units",,,17.752,,
"FIN","Finland","L3_C5","Upper secondary vocational education (ISCED2011 level 3 programme 5)","INST_T","All public and private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2016","2016",,,"0","Units",,,18.525,,
"FIN","Finland","L3_C5","Upper secondary vocational education (ISCED2011 level 3 programme 5)","INST_T","All public and private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2017","2017",,,"0","Units",,,20.463,,
"FIN","Finland","L3_C5","Upper secondary vocational education (ISCED2011 level 3 programme 5)","INST_T","All public and private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2018","2018",,,"0","Units",,,21.791,,
"FIN","Finland","L3_C5","Upper secondary vocational education (ISCED2011 level 3 programme 5)","INST_PUB","Public educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013",,,"0","Units",,,17.046,,
"FIN","Finland","L3_C5","Upper secondary vocational education (ISCED2011 level 3 programme 5)","INST_PUB","Public educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2014","2014",,,"0","Units",,,17.24,,
"FIN","Finland","L3_C5","Upper secondary vocational education (ISCED2011 level 3 programme 5)","INST_PUB","Public educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2015","2015",,,"0","Units",,,17.805,,
"FIN","Finland","L3_C5","Upper secondary vocational education (ISCED2011 level 3 programme 5)","INST_PUB","Public educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2016","2016",,,"0","Units",,,18.777,,
"FIN","Finland","L3_C5","Upper secondary vocational education (ISCED2011 level 3 programme 5)","INST_PUB","Public educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2017","2017",,,"0","Units",,,20.458,,
"FIN","Finland","L3_C5","Upper secondary vocational education (ISCED2011 level 3 programme 5)","INST_PUB","Public educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2018","2018",,,"0","Units",,,21.746,,
"FIN","Finland","L3_C5","Upper secondary vocational education (ISCED2011 level 3 programme 5)","INST_PRIV","All private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013",,,"0","Units",,,15.894,,
"FIN","Finland","L3_C5","Upper secondary vocational education (ISCED2011 level 3 programme 5)","INST_PRIV","All private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2014","2014",,,"0","Units",,,17.288,,
"FIN","Finland","L3_C5","Upper secondary vocational education (ISCED2011 level 3 programme 5)","INST_PRIV","All private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2015","2015",,,"0","Units",,,17.58,,
"FIN","Finland","L3_C5","Upper secondary vocational education (ISCED2011 level 3 programme 5)","INST_PRIV","All private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2016","2016",,,"0","Units",,,17.755,,
"FIN","Finland","L3_C5","Upper secondary vocational education (ISCED2011 level 3 programme 5)","INST_PRIV","All private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2017","2017",,,"0","Units",,,20.479,,
"FIN","Finland","L3_C5","Upper secondary vocational education (ISCED2011 level 3 programme 5)","INST_PRIV","All private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2018","2018",,,"0","Units",,,21.942,,
"FIN","Finland","L3_C4","Upper secondary general education (ISCED2011 level 3 programme 4)","INST_T","All public and private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013",,,"0","Units",,,14.425,,
"FIN","Finland","L3_C4","Upper secondary general education (ISCED2011 level 3 programme 4)","INST_T","All public and private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2014","2014",,,"0","Units",,,14.266,,
"FIN","Finland","L3_C4","Upper secondary general education (ISCED2011 level 3 programme 4)","INST_T","All public and private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2015","2015",,,"0","Units",,,13.978,,
"FIN","Finland","L3_C4","Upper secondary general education (ISCED2011 level 3 programme 4)","INST_T","All public and private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2016","2016",,,"0","Units",,,14.638,,
"FIN","Finland","L3_C4","Upper secondary general education (ISCED2011 level 3 programme 4)","INST_T","All public and private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2017","2017",,,"0","Units",,,14.255,,
"FIN","Finland","L3_C4","Upper secondary general education (ISCED2011 level 3 programme 4)","INST_T","All public and private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2018","2018",,,"0","Units",,,14.095,,
"FIN","Finland","L3_C4","Upper secondary general education (ISCED2011 level 3 programme 4)","INST_PUB","Public educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013",,,"0","Units",,,14.227,,
"FIN","Finland","L3_C4","Upper secondary general education (ISCED2011 level 3 programme 4)","INST_PUB","Public educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2014","2014",,,"0","Units",,,14.047,,
"FIN","Finland","L3_C4","Upper secondary general education (ISCED2011 level 3 programme 4)","INST_PUB","Public educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2015","2015",,,"0","Units",,,13.826,,
"FIN","Finland","L3_C4","Upper secondary general education (ISCED2011 level 3 programme 4)","INST_PUB","Public educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2016","2016",,,"0","Units",,,14.488,,
"FIN","Finland","L3_C4","Upper secondary general education (ISCED2011 level 3 programme 4)","INST_PUB","Public educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2017","2017",,,"0","Units",,,14.131,,
"FIN","Finland","L3_C4","Upper secondary general education (ISCED2011 level 3 programme 4)","INST_PUB","Public educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2018","2018",,,"0","Units",,,13.92,,
"FIN","Finland","L3_C4","Upper secondary general education (ISCED2011 level 3 programme 4)","INST_PRIV","All private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013",,,"0","Units",,,16.51,,
"FIN","Finland","L3_C4","Upper secondary general education (ISCED2011 level 3 programme 4)","INST_PRIV","All private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2014","2014",,,"0","Units",,,16.574,,
"FIN","Finland","L3_C4","Upper secondary general education (ISCED2011 level 3 programme 4)","INST_PRIV","All private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2015","2015",,,"0","Units",,,15.49,,
"FIN","Finland","L3_C4","Upper secondary general education (ISCED2011 level 3 programme 4)","INST_PRIV","All private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2016","2016",,,"0","Units",,,16.117,,
"FIN","Finland","L3_C4","Upper secondary general education (ISCED2011 level 3 programme 4)","INST_PRIV","All private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2017","2017",,,"0","Units",,,15.464,,
"FIN","Finland","L3_C4","Upper secondary general education (ISCED2011 level 3 programme 4)","INST_PRIV","All private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2018","2018",,,"0","Units",,,15.871,,
"FIN","Finland","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","INST_T","All public and private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013",,,"0","Units",,,16.844,,
"FIN","Finland","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","INST_T","All public and private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2014","2014",,,"0","Units",,,17.26,,
"FIN","Finland","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","INST_T","All public and private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2015","2015",,,"0","Units",,,17.756,,
"FIN","Finland","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","INST_T","All public and private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2016","2016",,,"0","Units",,,18.493,,
"FIN","Finland","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","INST_T","All public and private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2017","2017",,,"0","Units",,,20.472,,
"FIN","Finland","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","INST_T","All public and private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2018","2018",,,"0","Units",,,21.839,,
"FIN","Finland","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","INST_PUB","Public educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013",,,"0","Units",,,17.034,,
"FIN","Finland","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","INST_PUB","Public educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2014","2014",,,"0","Units",,,18.495,,
"FIN","Finland","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","INST_PUB","Public educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2015","2015",,,"0","Units",,,19.069,,
"FIN","Finland","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","INST_PUB","Public educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2016","2016",,,"0","Units",,,19.886,,
"FIN","Finland","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","INST_PUB","Public educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2017","2017",,,"0","Units",,,21.559,,
"FIN","Finland","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","INST_PUB","Public educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2018","2018",,,"0","Units",,,22.204,,
"FIN","Finland","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","INST_PRIV","All private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2013","2013",,,"0","Units",,,15.905,,
"FIN","Finland","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","INST_PRIV","All private educational institutions","PERS_RATIO_INST","Ratio of students to teaching staff by type of institutions","2014","2014",,,"0","Units",,,13.047,,
